Id,Title,Year,Rating,Runtime,Critic.Score,Box.Office
2720,War of the Worlds: Goliath,2012,PG-13,85,0,1.0
2721,The Queen of Versailles,2012,PG,100,94,2.4
2722,A Haunted House,2013,R,86,10,40.0
2723,Gangster Squad,2013,R,113,31,46.0
2724,The Last Stand,2013,R,107,60,12.0
2725,Mother of George,2013,R,107,93,0.1
2726,Broken City,2013,R,109,28,19.7
2727,Blue Caprice,2013,R,93,83,0.0911
2728,C.O.G.,2013,R,88,70,0.0553
2729,Ghost Team One,2013,R,84,36,0.0073
2730,A.C.O.D.,2013,R,88,50,0.2
2731,Hansel & Gretel: Witch Hunters,2013,R,88,15,55.7
2732,Movie 43,2013,R,94,4,8.8
2733,Parker,2013,R,118,41,17.6
2734,The Inevitable Defeat of Mister & Pete,2013,R,108,91,0.5
2735,Warm Bodies,2013,PG-13,98,81,66.4
2736,Identity Thief,2013,R,111,19,134.5
2737,Side Effects,2013,R,106,83,32.2
2738,A Good Day to Die Hard,2013,R,98,14,67.3
2739,Beautiful Creatures,2013,PG-13,124,46,19.4
2740,Safe Haven,2013,PG-13,115,12,71.3
2741,Escape from Planet Earth,2013,PG,89,33,57.0
2742,The Power of Few,2013,R,96,57,0.0304
2743,Snitch,2013,PG-13,112,56,42.9
2744,Dark Skies,2013,PG-13,97,40,17.4
2745,"Bless Me, Ultima",2013,PG-13,106,71,1.6
2746,Camp,2013,PG-13,109,0,0.3
2747,Aftermath,2013,R,84,0,0.003
2748,Jack the Giant Slayer,2013,PG-13,114,52,65.2
2749,Stoker,2013,R,99,69,1.7
2750,Phantom,2013,R,98,25,1.0
2751,The Last Exorcism Part II,2013,PG-13,88,16,15.2
2752,21 & Over,2013,R,93,27,25.7
2753,Girl on a Bicycle,2013,R,101,8,0.0894
2754,Dead Man Down,2013,R,118,38,10.9
2755,Oz the Great and Powerful,2013,PG,130,59,234.9
2756,The Wait,2013,R,96,18,0.0021
2757,The Call,2013,R,94,43,51.9
2758,The Incredible Burt Wonderstone,2013,PG-13,100,36,22.5
2759,Olympus Has Fallen,2013,R,119,48,98.9
2760,The Croods,2013,PG,98,70,187.2
2761,Admission,2013,PG-13,107,38,18.0
2762,Love and Honor,2013,PG-13,100,13,0.0163
2763,Trance,2013,R,101,68,2.3
2764,G.I. Joe: Retaliation,2013,PG-13,110,28,122.5
2765,The Host,2013,PG-13,125,8,26.6
2766,Temptation: Confessions of a Marriage Counselor,2013,PG-13,111,15,51.9
2767,Evil Dead,2013,R,91,62,54.2
2768,Redwood Highway,2013,PG-13,90,80,0.1
2769,Underdogs,2013,PG,102,0,0.0348
2770,42,2013,PG-13,128,79,95.0
2771,Not Today,2013,PG-13,118,50,0.3
2772,Scary Movie 5,2013,PG-13,86,4,32.0
2773,Oblivion,2013,PG-13,124,54,89.0
2774,Home Run,2013,PG-13,113,45,2.9
2775,The Girl on the Train,2013,R,80,0,0.0029
2776,King's Faith,2013,PG-13,108,0,0.0593
2777,Pain & Gain,2013,R,129,49,49.9
2778,The Big Wedding,2013,R,89,7,21.8
2779,Syrup,2013,R,90,14,0.000656
2780,Scatter My Ashes at Bergdorf's,2013,PG-13,93,49,0.5
2781,Iron Man 3,2013,PG-13,130,79,409.0
2782,Peeples,2013,PG-13,95,37,9.1
2783,The Great Gatsby,2013,PG-13,143,48,144.8
2784,Star Trek Into Darkness,2013,PG-13,132,87,228.8
2785,Only God Forgives,2013,R,90,40,0.8
2786,The Hangover Part III,2013,R,100,19,112.2
2787,Fast & Furious 6,2013,PG-13,130,69,238.7
2788,Now You See Me,2013,PG-13,115,50,117.7
2789,After Earth,2013,PG-13,100,11,60.5
2790,V/H/S/2,2013,R,96,70,0.0214
2791,The Internship,2013,PG-13,119,34,44.7
2792,The Purge,2013,R,85,38,64.4
2793,This Is the End,2013,R,107,83,101.5
2794,Before Midnight,2013,R,109,98,8.1
2795,Man of Steel,2013,PG-13,143,56,291.0
2796,Axe Giant: The Wrath of Paul Bunyan,2013,R,90,0,0.0025
2797,The Bling Ring,2013,R,90,60,5.8
2798,World War Z,2013,PG-13,116,68,202.4
2799,Monsters University,2013,G,104,78,268.5
2800,Life of a King,2013,PG-13,100,38,0.0042
2801,Europa Report,2013,PG-13,90,80,0.1
2802,The Heat,2013,R,117,65,159.6
2803,Redemption,2013,R,100,48,0.035
2804,Copperhead,2013,PG-13,120,21,0.2
2805,White House Down,2013,PG-13,131,51,73.1
2806,The East,2013,PG-13,116,74,2.3
2807,Despicable Me 2,2013,PG,98,74,368.0
2808,The Lone Ranger,2013,PG-13,149,31,89.3
2809,Kevin Hart: Let Me Explain,2013,R,75,63,32.2
2810,Man of Tai Chi,2013,R,105,70,0.1
2811,We Steal Secrets: The Story of WikiLeaks,2013,R,130,93,0.2
2812,Pacific Rim,2013,PG-13,131,72,101.8
2813,Grown Ups 2,2013,PG-13,101,7,133.7
2814,Turbo,2013,PG,96,67,83.0
2815,Breathe In,2013,R,98,55,0.0814
2816,R.I.P.D.,2013,PG-13,96,13,33.6
2817,RED 2,2013,PG-13,116,43,53.2
2818,The Conjuring,2013,R,112,86,137.4
2819,Drinking Buddies,2013,R,90,83,0.3
2820,Fruitvale Station,2013,R,85,94,16.1
2821,The To Do List,2013,R,104,52,3.4
2822,The Way Way Back,2013,PG-13,103,85,21.5
2823,The Wolverine,2013,PG-13,126,69,132.6
2824,The Smurfs 2,2013,PG,105,14,71.0
2825,The English Teacher,2013,R,93,42,0.0602
2826,2 Guns,2013,R,109,64,75.6
2827,The Canyons,2013,R,99,24,0.0495
2828,Percy Jackson: Sea of Monsters,2013,PG,106,42,68.6
2829,We're the Millers,2013,R,110,47,150.4
2830,Lovelace,2013,R,93,54,0.4
2831,Elysium,2013,R,109,68,93.1
2832,Planes,2013,PG,91,26,90.3
2833,Jobs,2013,PG-13,128,27,16.1
2834,Ain't Them Bodies Saints,2013,R,96,79,0.4
2835,Kick-Ass 2,2013,R,103,30,28.8
2836,Lee Daniels' The Butler,2013,PG-13,132,72,116.6
2837,Paranoia,2013,PG-13,106,6,7.4
2838,The Mortal Instruments: City of Bones,2013,PG-13,130,12,31.2
2839,The Kings of Summer,2013,R,95,75,1.3
2840,Blue Jasmine,2013,PG-13,98,91,33.4
2841,The World's End,2013,R,109,89,26.0
2842,Bad Milo,2013,R,85,60,0.0196
2843,Getaway,2013,PG-13,90,2,10.5
2844,Last Flight of the Champion,2013,PG,88,0,0.0015
2845,One Direction: This Is Us,2013,PG,92,63,28.9
2846,Salinger,2013,PG-13,120,35,0.6
2847,Snake and Mongoose,2013,PG-13,102,80,0.2
2848,Good Ol' Freda,2013,PG,86,84,0.1
2849,The Ultimate Life,2013,PG,105,18,1.3
2850,Riddick,2013,R,119,59,42.0
2851,All Is Bright,2013,R,107,48,0.0046
2852,In a World...,2013,R,93,92,3.0
2853,The Investigator,2013,PG-13,101,0,0.0937
2854,The Spectacular Now,2013,R,95,93,6.9
2855,Insidious: Chapter 2,2013,PG-13,106,38,83.6
2856,Charlie Countryman,2013,R,103,29,0.008
2857,The Family,2013,R,111,29,36.9
2858,Prince Avalanche,2013,R,94,83,0.2
2859,Kill Your Darlings,2013,R,104,76,1.0
2860,Prisoners,2013,R,153,82,61.0
2861,Battle of the Year,2013,PG-13,110,6,8.9
2862,The Lunchbox,2013,PG,104,96,4.2
2863,The Short Game,2013,PG,99,83,0.0389
2864,Nothing Left to Fear,2013,R,100,8,0.0079
2865,Cloudy with a Chance of Meatballs 2,2013,PG,95,70,119.8
2866,Baggage Claim,2013,PG-13,96,14,21.6
2867,Alone Yet Not Alone,2013,PG-13,103,0,0.7
2868,Don Jon,2013,R,90,80,24.5
2869,Austenland,2013,PG-13,97,30,2.2
2870,Rush,2013,R,123,89,26.9
2871,Linsanity,2013,PG,89,63,0.3
2872,Parkland,2013,PG-13,93,49,0.7
2873,Tim's Vermeer,2013,PG-13,80,89,1.7
2874,Gravity,2013,PG-13,91,97,274.1
2875,Grace Unplugged,2013,PG,102,50,2.5
2876,Runner Runner,2013,R,91,8,19.3
2877,Metallica Through the Never,2013,R,93,78,3.4
2878,Captain Phillips,2013,PG-13,134,93,107.1
2879,Machete Kills,2013,R,107,29,7.9
2880,Enough Said,2013,PG-13,93,96,17.5
2881,Walking with the Enemy,2013,PG-13,124,44,0.4
2882,Plush,2013,R,99,29,0.0028
2883,Escape Plan,2013,R,115,49,25.1
2884,The Fifth Estate,2013,R,128,37,3.3
2885,Blackfish,2013,PG-13,83,98,2.1
2886,Carrie,2013,R,100,48,35.3
2887,As I Lay Dying,2013,R,110,41,0.015
2888,Muscle Shoals,2013,PG,111,96,0.7
2889,Jackass Presents: Bad Grandpa,2013,R,92,60,102.0
2890,One Chance,2013,PG-13,103,63,0.0897
2891,We Are What We Are,2013,R,105,85,0.0766
2892,The Counselor,2013,R,117,34,17.0
2893,Innocence,2013,PG-13,96,13,0.3
2894,Missionary,2013,R,90,40,0.0021
2895,Blood Ties,2013,R,127,54,0.0412
2896,A Perfect Man,2013,R,95,20,0.000388
2897,Big Sur,2013,R,81,45,0.0359
2898,Free Birds,2013,PG,91,18,55.7
2899,Last Vegas,2013,PG-13,105,46,63.9
2900,Cutie and the Boxer,2013,R,82,96,0.2
2901,Thor: The Dark World,2013,PG-13,112,65,206.4
2902,The Armstrong Lie,2013,R,124,84,0.4
2903,The Best Man Holiday,2013,R,123,68,70.5
2904,The Christmas Candle,2013,PG,100,18,2.2
2905,Kids for Cash,2013,PG-13,102,91,0.0366
2906,"No God, No Master",2013,PG-13,94,69,0.0068
2907,Pawn Shop Chronicles,2013,R,112,13,0.0049
2908,Delivery Man,2013,PG-13,105,39,30.7
2909,Dallas Buyers Club,2013,R,117,93,27.3
2910,The Hunger Games: Catching Fire,2013,PG-13,146,89,424.6
2911,Frozen,2013,PG,102,89,400.7
2912,The Book Thief,2013,PG-13,131,46,21.5
2913,Oldboy,2013,R,104,41,2.2
2914,Black Nativity,2013,PG,93,48,7.0
2915,Homefront,2013,R,100,42,20.1
2916,Concussion,2013,R,96,74,0.0384
2917,Out of the Furnace,2013,R,116,53,11.3
2918,I'm in Love with a Church Girl,2013,PG,118,6,2.4
2919,Afternoon Delight,2013,R,98,67,0.2
2920,The Hobbit: The Desolation of Smaug,2013,PG-13,161,74,258.4
2921,Tyler Perry's A Madea Christmas,2013,PG-13,100,18,52.5
2922,Anchorman 2: The Legend Continues,2013,R,119,75,127.3
2923,Saving Mr. Banks,2013,PG-13,125,80,83.3
2924,American Hustle,2013,R,138,93,150.1
2925,Walking with Dinosaurs 3D,2013,PG,87,24,3.5
2926,The Secret Life of Walter Mitty,2013,PG,114,50,58.2
2927,47 Ronin,2013,PG-13,118,15,38.3
2928,The Wolf of Wall Street,2013,R,180,77,116.9
2929,Cold Comes the Night,2013,R,90,44,0.0116
2930,Her,2013,R,126,94,25.6
2931,Lone Survivor,2013,R,121,75,125.1
2932,After Tiller,2013,PG-13,85,94,0.0663
2933,August: Osage County,2013,R,121,64,37.7
2934,Inside Llewyn Davis,2013,R,104,94,13.2
2935,The Unknown Known,2013,PG-13,103,83,0.1
2936,Raze,2013,R,92,45,0.0035
2937,I Spit on Your Grave 2,2013,R,106,0,0.00044100000000000004
2938,Nebraska,2013,R,115,91,17.6
2939,Labor Day,2013,PG-13,111,34,13.4
2940,At Middleton,2013,R,99,58,0.0529
2941,The Pretty One,2013,R,90,47,0.0112
2942,Adult World,2013,R,97,56,0.0167
2943,Hell Baby,2013,R,98,32,0.005
2944,Touchy Feely,2013,R,89,36,0.036000000000000004
2945,Twenty Feet from Stardom,2013,PG-13,91,99,4.9
2946,Under the Skin,2013,R,108,85,2.6
2947,Narco Cultura,2013,R,103,86,0.1
2948,Bad Words,2013,R,89,65,7.8
2949,The Retrieval,2013,R,92,92,0.0503
2950,In Secret,2013,R,107,41,0.4
2951,Fading Gigolo,2013,R,90,54,3.8
2952,Joe,2013,R,117,86,0.4
2953,Oculus,2013,R,104,73,27.7
2954,Make Your Move,2013,PG-13,110,43,0.1
2955,Locke,2013,R,85,91,1.4
2956,Night Moves,2013,R,112,85,0.3
2957,Filth,2013,R,97,62,0.0343
2958,Savannah,2013,PG-13,101,8,0.0367
2959,The Sacrament,2013,R,99,62,0.009000000000000001
2960,Decoding Annie Parker,2013,R,91,58,0.0398
2961,Legends of Oz: Dorothy's Return,2013,PG,88,16,8.5
2962,Palo Alto,2013,R,100,73,0.8
2963,Chinese Puzzle,2013,R,117,75,0.3
2964,Words and Pictures,2013,PG-13,111,42,2.2
2965,The Immigrant,2013,R,120,88,2.0
2966,Supermensch: The Legend of Shep Gordon,2013,R,85,77,0.2
2967,Hateship Loveship,2013,R,104,50,0.0506
2968,Jodorowsky's Dune,2013,PG-13,88,98,0.6
2969,The Art of the Steal,2013,R,90,44,0.0614
2970,Snowpiercer,2013,R,126,95,4.6
2971,InAPPropriate Comedy,2013,R,83,0,0.2
2972,Jake Squared,2013,R,100,14,0.0017
2973,Knights of Badassdom,2013,R,86,58,0.0868
2974,The Zero Theorem,2013,R,107,52,0.3
2975,Child of God,2013,R,104,38,0.0379
2976,Life of Crime,2013,R,98,64,0.3
2977,Girl Rising,2013,PG-13,101,89,0.8
2978,Repentance,2013,R,90,0,1.2
2979,The Disappearance of Eleanor Rigby: Him,2013,R,89,63,0.6
2980,Jimi: All Is by My Side,2013,R,118,66,0.3
2981,Gimme Shelter,2013,PG-13,101,22,1.4
2982,Third Person,2013,R,137,23,1.0
2983,The Last of Robin Hood,2013,R,94,29,0.3
2984,Afflicted,2013,R,85,79,0.1
2985,Inequality for All,2013,PG,89,90,1.2
2986,Paranormal Activity: The Marked Ones,2014,R,84,37,32.4
2987,3 Nights in the Desert,2014,R,90,40,0.0013
2988,The Legend of Hercules,2014,PG-13,99,3,18.8
2989,Jack Ryan: Shadow Recruit,2014,PG-13,105,56,50.5
2990,Devil's Due,2014,R,89,18,15.8
2991,Ride Along,2014,PG-13,99,18,134.1
2992,The Nut Job,2014,PG,85,10,64.2
2993,Fed Up,2014,PG,92,81,1.5
2994,Land Ho!,2014,R,95,80,0.7
2995,That Awkward Moment,2014,R,94,23,26.0
2996,The Lego Movie,2014,PG,100,96,257.8
2997,Vampire Academy,2014,PG-13,104,9,7.8
2998,The Monuments Men,2014,PG-13,118,31,78.0
2999,RoboCop,2014,PG-13,117,49,58.6
3000,Winter's Tale,2014,PG-13,118,13,12.6
3001,Endless Love,2014,PG-13,104,15,23.4
3002,About Last Night,2014,R,100,68,48.6
3003,3 Days to Kill,2014,PG-13,117,28,30.7
3004,Pompeii,2014,PG-13,105,28,23.2
3005,Non-Stop,2014,PG-13,106,60,91.7
3006,Son of God,2014,PG-13,138,21,59.7
3007,Mr. Peabody & Sherman,2014,PG,92,79,111.5
3008,300: Rise of an Empire,2014,R,102,42,106.6
3009,The Great Invisible,2014,PG-13,92,90,0.01
3010,Take Me to the River,2014,PG,95,70,0.0686
3011,Veronica Mars,2014,PG-13,107,78,3.3
3012,Need for Speed,2014,PG-13,132,22,43.6
3013,The Single Moms Club,2014,PG-13,111,16,16.0
3014,The Bag Man,2014,R,108,10,0.0488
3015,Divergent,2014,PG-13,139,40,150.8
3016,50 to 1,2014,PG-13,110,17,1.1
3017,Muppets Most Wanted,2014,PG,107,78,51.2
3018,God's Not Dead,2014,PG,113,16,60.8
3019,Noah,2014,PG-13,138,77,101.2
3020,Sabotage,2014,R,109,19,10.5
3021,Cesar Chavez,2014,PG-13,102,41,5.6
3022,Captain America: The Winter Soldier,2014,PG-13,136,89,259.7
3023,13 Sins,2014,R,93,62,0.0091
3024,Draft Day,2014,R,110,61,28.8
3025,Rio 2,2014,G,101,48,131.5
3026,The Raid 2,2014,R,150,79,2.6
3027,Jinn,2014,PG-13,97,10,0.1
3028,Heaven Is for Real,2014,PG,99,46,91.4
3029,A Haunted House 2,2014,R,86,8,17.3
3030,Transcendence,2014,PG-13,119,19,23.0
3031,Bears,2014,G,78,89,17.8
3032,Ballet 422,2014,PG,75,86,0.3
3033,Glen Campbell: I'll Be Me,2014,PG,116,100,0.4
3034,Two-Bit Waltz,2014,R,81,0,0.0021
3035,The Quiet Ones,2014,PG-13,98,36,8.5
3036,The Other Woman,2014,PG-13,109,23,83.9
3037,The M Word,2014,R,117,38,0.1
3038,Walk of Shame,2014,R,95,12,0.0398
3039,The Amazing Spider-Man 2,2014,PG-13,142,53,202.9
3040,Moms' Night Out,2014,PG,98,18,10.4
3041,The Hornet's Nest,2014,R,93,76,0.3
3042,Neighbors,2014,R,97,73,150.1
3043,Million Dollar Arm,2014,PG,124,62,36.4
3044,Godzilla,2014,PG-13,123,74,200.7
3045,Blended,2014,PG-13,117,14,46.3
3046,X-Men: Days of Future Past,2014,PG-13,132,91,233.9
3047,A Million Ways to Die in the West,2014,R,116,33,42.6
3048,Maleficent,2014,PG,97,49,241.4
3049,Edge of Tomorrow,2014,PG-13,113,90,100.1
3050,The Fault in Our Stars,2014,PG-13,126,81,124.9
3051,22 Jump Street,2014,R,112,85,191.7
3052,Hellion,2014,R,99,60,0.0461
3053,How to Train Your Dragon 2,2014,PG,102,92,177.0
3054,Think Like a Man Too,2014,PG-13,106,23,65.2
3055,Jersey Boys,2014,R,134,52,47.0
3056,The Rover,2014,R,103,65,1.1
3057,The Homesman,2014,R,122,82,2.4
3058,The Living,2014,R,89,43,0.0054
3059,Happy Christmas,2014,R,82,75,0.0289
3060,Whitey: United States of America v. James J. Bulger,2014,R,107,80,0.0756
3061,Transformers: Age of Extinction,2014,PG-13,165,18,245.4
3062,Deliver Us from Evil,2014,R,118,28,30.6
3063,Earth to Echo,2014,PG,91,48,38.9
3064,America: Imagine the World Without Her,2014,PG-13,105,8,14.4
3065,Tammy,2014,R,97,23,84.5
3066,Life Itself,2014,R,120,97,0.8
3067,The Signal,2014,PG-13,97,58,4.7
3068,Dawn of the Planet of the Apes,2014,PG-13,130,90,5.1
3069,Life After Beth,2014,R,89,45,0.0573
3070,Sex Tape,2014,R,94,17,38.5
3071,Persecuted,2014,PG-13,91,0,1.6
3072,The Purge: Anarchy,2014,R,103,56,71.5
3073,The Fluffy Movie: Unity Through Laughter,2014,PG-13,101,54,2.8
3074,Wish I Was Here,2014,R,106,46,3.6
3075,Come Back to Me,2014,R,90,20,0.0042
3076,Hercules,2014,PG-13,98,60,72.7
3077,Rob the Mob,2014,R,104,84,0.2
3078,Frontera,2014,PG-13,103,52,0.0593
3079,Guardians of the Galaxy,2014,PG-13,121,91,333.2
3080,The One I Love,2014,R,91,80,0.5
3081,God's Pocket,2014,R,88,36,0.1
3082,Teenage Mutant Ninja Turtles,2014,PG-13,101,21,191.2
3083,Step Up All In,2014,PG-13,112,43,14.9
3084,Into the Storm,2014,PG-13,89,22,47.6
3085,The Hundred-Foot Journey,2014,PG,122,68,54.2
3086,Let's Be Cops,2014,R,104,18,82.4
3087,Boyhood,2014,R,165,98,25.4
3088,The Expendables 3,2014,PG-13,126,33,39.3
3089,Deepsea Challenge 3D,2014,PG,90,67,0.1
3090,If I Stay,2014,PG-13,107,36,50.5
3091,The November Man,2014,R,108,35,25.0
3092,The Two Faces of January,2014,PG-13,96,82,0.5
3093,Obvious Child,2014,R,84,90,3.1
3094,Barefoot,2014,PG-13,90,14,0.0118
3095,The Identical,2014,PG,107,7,2.8
3096,Island of Lemurs: Madagascar,2014,G,39,80,9.8
3097,The Skeleton Twins,2014,R,93,87,5.3
3098,Honeymoon,2014,R,87,70,0.0092
3099,Pump,2014,PG,88,75,0.0735
3100,The Drop,2014,R,106,89,10.7
3101,Atlas Shrugged: Who Is John Galt?,2014,PG-13,99,0,0.8
3102,Dolphin Tale 2,2014,PG,107,67,42.0
3103,No Good Deed,2014,PG-13,84,10,52.5
3104,This Is Where I Leave You,2014,R,103,41,34.3
3105,The Maze Runner,2014,PG-13,113,63,102.4
3106,I Origins,2014,R,106,52,5.0
3107,The Remaining,2014,PG-13,88,56,1.2
3108,White Bird in a Blizzard,2014,R,91,55,0.0335
3109,The Song,2014,PG-13,116,29,5.5
3110,The Equalizer,2014,R,132,61,101.5
3111,Two Night Stand,2014,R,86,34,0.0156
3112,The Boxtrolls,2014,PG,96,75,50.8
3113,Seymour: An Introduction,2014,PG,84,100,0.6
3114,Annabelle,2014,R,99,29,84.3
3115,Left Behind,2014,PG-13,110,2,14.0
3116,"Like Sunday, Like Rain",2014,R,104,53,0.0276
3117,Dead Snow 2: Red vs. Dead,2014,R,100,85,0.0321
3118,The Hero of Color City,2014,G,77,25,0.032
3119,Kill the Messenger,2014,R,112,77,2.4
3120,Addicted,2014,R,106,8,17.4
3121,The Judge,2014,R,141,47,47.1
3122,Camp X-Ray,2014,R,117,73,0.0098
3123,A Matter of Faith,2014,PG,89,0,0.5
3124,Fury,2014,R,134,77,85.8
3125,The Best of Me,2014,PG-13,118,8,26.8
3126,The Sisterhood of Night,2014,PG-13,104,79,0.0053
3127,V/H/S: Viral,2014,R,81,36,0.0026
3128,The Principle,2014,PG,90,0,0.0862
3129,23 Blast,2014,PG-13,98,38,0.5
3130,St. Vincent,2014,PG-13,102,77,44.1
3131,Before I Go to Sleep,2014,R,92,36,3.2
3132,The Overnighters,2014,PG-13,102,98,0.1
3133,Life Partners,2014,R,93,62,0.0076
3134,Big Hero 6,2014,PG,102,89,222.5
3135,Magician: The Astonishing Life and Work of Orson Welles,2014,PG-13,91,73,0.0155
3136,Love Is Strange,2014,R,94,94,2.3
3137,Dumb and Dumber To,2014,PG-13,109,29,86.2
3138,The Good Lie,2014,PG-13,110,88,2.7
3139,Beyond the Lights,2014,PG-13,116,81,14.6
3140,Birdman: Or (The Unexpected Virtue of Ignorance),2014,R,119,92,42.3
3141,Saving Christmas,2014,PG,80,0,2.8
3142,The Hunger Games: Mockingjay - Part 1,2014,PG-13,123,65,337.1
3143,My Old Lady,2014,PG-13,107,59,4.0
3144,Penguins of Madagascar,2014,PG,92,72,83.3
3145,The Green Prince,2014,PG-13,101,78,0.3
3146,The One I Wrote for You,2014,PG,110,0,0.0486
3147,Exodus: Gods and Kings,2014,PG-13,150,27,65.0
3148,Merchants of Doubt,2014,PG-13,96,85,0.2
3149,Annie,2014,PG,118,27,85.9
3150,Night at the Museum: Secret of the Tomb,2014,PG,98,50,113.7
3151,Wild,2014,R,115,90,37.9
3152,Into the Woods,2014,PG,125,71,128.0
3153,The Imitation Game,2014,PG-13,114,89,91.1
3154,The Water Diviner,2014,R,111,62,4.2
3155,The Woman in Black 2: Angel of Death,2014,PG-13,98,21,26.5
3156,Match,2014,R,90,76,0.0305
3157,Dear White People,2014,R,108,92,4.4
3158,American Sniper,2014,R,132,73,350.1
3159,Song One,2014,PG-13,86,36,0.0202
3160,Low Down,2014,R,114,51,0.049
3161,Red Army,2014,PG,76,96,0.7
3162,A Most Violent Year,2014,R,125,90,5.7
3163,Black or White,2014,PG-13,121,39,21.6
3164,5 to 7,2014,R,95,67,0.1
3165,Christian Mingle,2014,PG,103,0,0.0198
3166,What We Do in the Shadows,2014,R,86,96,3.3
3167,Still Alice,2014,PG-13,101,89,18.7
3168,Rudderless,2014,R,105,63,0.055999999999999994
3169,Citizenfour,2014,R,114,98,2.8
3170,Serena,2014,R,109,18,0.2
3171,Maps to the Stars,2014,R,111,61,0.3
3172,Keep on Keepin' On,2014,R,84,97,0.2
3173,Zombeavers,2014,R,85,66,0.0149
3174,While We're Young,2014,R,97,84,7.5
3175,Lambert & Stamp,2014,R,117,86,0.0333
3176,Kill Me Three Times,2014,R,90,9,0.0238
3177,Clouds of Sils Maria,2014,R,124,89,1.8
3178,Beyond the Reach,2014,R,91,34,0.0446
3179,Unfriended,2014,R,83,61,32.4
3180,Skin Trade,2014,R,96,20,0.0012
3181,Adult Beginners,2014,R,92,44,0.1
3182,Welcome to Me,2014,R,87,70,0.3
3183,The Seven Five,2014,R,104,78,0.0296
3184,Good Kill,2014,R,102,75,0.3
3185,Every Secret Thing,2014,R,93,26,0.09699999999999999
3186,Sunshine Superman,2014,PG,100,89,0.0557
3187,Heaven Knows What,2014,R,94,86,0.0702
3188,Infinitely Polar Bear,2014,R,90,81,0.4
3189,Love & Mercy,2014,PG-13,121,89,7.2
3190,Blackhat,2015,R,133,34,7.8
3191,Strange Magic,2015,PG,99,18,12.4
3192,The Hunting Ground,2015,PG-13,90,92,0.4
3193,Americons,2015,R,88,14,0.0144
3194,Jupiter Ascending,2015,PG-13,127,25,47.4
3195,"McFarland, USA",2015,PG,129,79,44.5
3196,Hot Tub Time Machine 2,2015,R,93,14,12.3
3197,The DUFF,2015,PG-13,101,72,34.0
3198,Focus,2015,R,105,56,53.8
3199,Chappie,2015,R,120,31,31.6
3200,Unfinished Business,2015,R,91,11,10.2
3201,Hayride 2,2015,R,92,0,0.0017
3202,The Second Best Exotic Marigold Hotel,2015,PG,122,62,33.1
3203,David and Goliath,2015,PG,92,0,0.2
3204,Cinderella,2015,PG,105,85,200.6
3205,Insurgent,2015,PG-13,119,30,130.0
3206,Do You Believe?,2015,PG-13,120,18,13.0
3207,Home,2015,PG,94,46,171.9
3208,Get Hard,2015,R,100,29,90.2
3209,Beyond the Mask,2015,PG,103,22,1.0
3210,Freetown,2015,PG-13,113,38,7.9
3211,Danny Collins,2015,R,106,78,5.6
3212,Woman in Gold,2015,PG-13,109,53,33.0
3213,Paul Blart: Mall Cop 2,2015,PG,94,6,68.4
3214,Child 44,2015,R,137,24,1.2
3215,Monkey Kingdom,2015,G,81,94,16.3
3216,True Story,2015,R,99,48,6.6
3217,The Age of Adaline,2015,PG-13,112,54,42.6
3218,Little Boy,2015,PG-13,106,18,6.4
3219,Barely Lethal,2015,PG-13,96,16,0.0049
3220,Avengers: Age of Ultron,2015,PG-13,141,74,454.2
3221,Hot Pursuit,2015,PG-13,87,7,33.4
3222,Maggie,2015,PG-13,95,51,0.2
3223,The D Train,2015,R,101,43,0.7
3224,Mad Max: Fury Road,2015,R,120,98,149.0
3225,Pitch Perfect 2,2015,PG-13,115,66,160.9
3226,Poltergeist,2015,PG-13,93,31,46.1
3227,Tomorrowland,2015,PG,130,50,91.0
3228,Far from the Madding Crowd,2015,PG-13,119,85,9.9
3229,Aloha,2015,PG-13,105,20,19.0
3230,Insidious: Chapter 3,2015,PG-13,97,58,22.7
3231,Me and Earl and the Dying Girl,2015,PG-13,105,82,1.9
3232,Jurassic World,2015,PG-13,124,71,556.5
3233,The Overnight,2015,R,79,81,0.6
3234,Dope,2015,R,103,89,11.7
3235,Ted 2,2015,R,115,46,58.5
3236,L.A. Slasher,2015,R,86,0,0.0024
3237,Magic Mike XXL,2015,R,115,64,27.9
